title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Data Analyst - Associate 2 - Rosario,PwC Argentina,"Line of ServiceTaxIndustry/SectorNot ApplicableSpecialismTransfer PricingManagement LevelAssociateJob Description & SummaryA career in our STEM line of Service, within Technology Strategy services, will provide you with the opportunity to help organisationsdevelop strategies that transform their technology capabilities and solve their most critical challenges. We focus on building technology enabled and agile operating models, planning their new enterprise architecture into a differentiating capability system that helps them win in the market, leveraging digital analytics to enhance the customer experience and optimising business operations, and using modern management techniques such as roboticprocess automation and next generation sourcing strategies to help our clients get fit for growth.To really stand out and make us ﬁt for the future in a constantly changing world, each and every one of us at PwC needs to be an authentic and inclusive leader, at all grades/levels and in all lines of service. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you’ll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:- Invite and provide evidence-based feedback in a timely and constructive manner.- Share and collaborate effectively with others.- Work with existing processes/systems whilst making constructive suggestions for improvements.- Validate data and analysis for accuracy and relevance.- Follow risk management and compliance procedures.- Keep up-to-date with technical developments for business area.- Communicate confidently in a clear, concise and articulate manner - verbally and in written form.- Seek opportunities to learn about other cultures and other parts of the business across the Network of PwC firms.- Uphold the firm’s code of ethics and business conduct.As a Junior Consultant in DATS, you are an important member of the team supporting transaction-focused projects. In this role, you will work on data analytics assignments that span across the entire lifecycle of an M&A deal. You will support sell- and buy-side due diligence activities by preparing common data models, visualizations, automation and machine learning models. You will take ownership of tasks and work streams of international client-related projects.EssentialBachelor’s degree (or advanced) in Industrial Engineering, Economics, Public Accountant or related fields.Knowledge of data models and/or process modelling.High degree of analytical thinking and ability to solve complex problems.Willingness to take ownership for tasks.Strong communication skills in Spanish and English, verbal and written.You can share your concepts with clarity, get to the core of issues and contribute to our success as a true team player.Ability to work independently on qualitative and quantitative analyses.Show self-learning abilities.Team player who can engage in international teams.Advanced English level, both verbal and written.High intermediate skills in MS-Office tools (Excel, Word, PowerPoint). DesirableExperience in workflow tools such as AlteryxExperience in visualization tools such as: PowerBI or similar.Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsAnalytical Thinking, Data Analysis, Microsoft Excel, Microsoft Power BI, Problem SolvingOptional SkillsDesired Languages (If blank, desired languages not specified)EnglishTravel RequirementsNot SpecifiedAvailable for Work Visa Sponsorship?NoGovernment Clearance Required?NoJob Posting End DateJanuary 16, 2023",Presencial,NaN,"Rosario, Santa Fe, Argentina","[{'Nivel de antigüedad': 'Algo de responsabilidad'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Asesoría y servicios empresariales'}]",2022-12-02,https://ar.linkedin.com/jobs/view/data-analyst-associate-2-rosario-at-pwc-argentina-3354781004?refId=bpX5zp2r6M8raLDcchqSJg%3D%3D&trackingId=EH%2B4DY9bi1Sn4R0elRPmJQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Intelligence Specialist,Entravision Digital - Global Advertising powered by Technology,Nan,Presencial,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-11-13,https://ar.linkedin.com/jobs/view/business-intelligence-specialist-at-entravision-digital-global-advertising-powered-by-technology-3393535684?refId=bpX5zp2r6M8raLDcchqSJg%3D%3D&trackingId=clN0BkcmoQ3YHzHw%2B2HLsA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
"Pipeline Data Analyst, Argentina",Baker Hughes,Nan,Presencial,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-11-21,https://ar.linkedin.com/jobs/view/pipeline-data-analyst-argentina-at-baker-hughes-3363530346?refId=bpX5zp2r6M8raLDcchqSJg%3D%3D&trackingId=xBTfEMmDXmMgcx3Fs36Abw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Intelligence Analyst,Pacifica Continental,Nan,Presencial,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-11-30,https://ar.linkedin.com/jobs/view/business-intelligence-analyst-at-pacifica-continental-3374502649?refId=bpX5zp2r6M8raLDcchqSJg%3D%3D&trackingId=rA%2FbvTvORKujON660KfcJA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Baufest,Nan,Presencial,NaN,Argentina,[],2022-11-23,https://ar.linkedin.com/jobs/view/data-analyst-at-baufest-3365893362?refId=3qVejIxmxR2pfFg1tifsmA%3D%3D&trackingId=fTCZgP%2BvwItBBuW5PqYndA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Jr. Master Data Analyst,The AES Corporation,Nan,Presencial,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-12-19,https://ar.linkedin.com/jobs/view/jr-master-data-analyst-at-the-aes-corporation-3406690755?refId=3qVejIxmxR2pfFg1tifsmA%3D%3D&trackingId=EvcD4o7zPvLddKYPbQ8Y0A%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Level Access,Nan,Presencial,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-12-01,https://ar.linkedin.com/jobs/view/data-analyst-at-level-access-3380092382?refId=3qVejIxmxR2pfFg1tifsmA%3D%3D&trackingId=n0YHaqAWICGVu6XHK8gvbg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
BI DATA ANALYST (TABLEAU) | REMOTO | ARGENTINA,Empleos IT,Nan,Presencial,NaN,"Autonomous City of Buenos Aires, Buenos Aires Province, Argentina",[],2022-11-29,https://ar.linkedin.com/jobs/view/bi-data-analyst-tableau-remoto-argentina-at-empleos-it-argentina-3380632353?refId=3qVejIxmxR2pfFg1tifsmA%3D%3D&trackingId=oph1nplASb2bxD2WXwh2og%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
analista de datos,Nini Mayorista,Nan,Presencial,NaN,"Moreno, Buenos Aires Province, Argentina",[],2022-10-28,https://ar.linkedin.com/jobs/view/analista-de-datos-at-nini-mayorista-3370271810?refId=3qVejIxmxR2pfFg1tifsmA%3D%3D&trackingId=CffKR6JkgQg6DSCEURjtdg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Global Data Analyst,Givaudan,"Join us and celebrate the beauty of human experience. Create for happier, healthier lives, with love for nature. Together, with kindness and humility, we deliver food innovations, craft inspired fragrances and develop beauty and wellbeing solutions that make people look and feel good. There’s much to learn and many to learn from, with more than 16,800 employees around the world to explore ideas and ambitions with. Dive into varied, flexible, and stimulating environments. Meet empowered professionals to partner with, befriend, and stretch your skills alongside. Every day, your energy, your creativity, and your determination will shape our future, making a positive difference on billions of people. Every essence of you enriches our world. We are Givaudan. Human by nature.Givaudan is a global leading company in taste and wellbeing, fragrance, and beauty. With its heritage stretching back over 250 years, the company has a long history of innovating scents and tastes. From a favorite drink to your daily meal, from prestige perfumes to cosmetics and laundry care, its creations inspire emotions and delight millions of consumers the world over. The company is committed to driving purpose-led. long-term growth while leading the way to improve happiness and health for people and nature. In the fiscal year 2020, the Company employed over 15,800 people worldwide and achieved sales of CHF 6,3 billion and a free cash flow of 12,8% of sales. Let's imagine together on www.givaudan.comThe Global Data Analyst, who is part of the Global Analytics team, is extracting, analyzing, and mass-loading master data in our core systems. He/she is supporting various projects with analysis, extractions, and data migration activities.You will:Advanced Analytics  Data analysis of large data sets using state-oft he-art methods and tools to identify business rules and continuous improvement opportunities Processing, cleansing, and verifying the integrity of large data sets used for analysis Doing ad-hoc analysis and presenting results in a clear manner Enhancing data collection procedures to include informationETL (Extraction, Transformation, Load) Drive data mapping activities to support Migration projects and/or Acquisition projects Handling of service requests, execution of reports, and mass uploads Set up mass uploads, reports, and measurements for repetitive execution while ensuring the highest level of data integrity at the global levelProject Management Work alone comfortably Contribute to end MD Projects & Change Requests Actively participate in projects, including continuous improvements, design, data migration/ requirements/processes Support MD Champions with all kinds of analysis and process implementations Perform root-cause analysis, data quality analysis, impact analysis, measurements, and feasibility studies Review of data service requests from businesses to clarify and ensure global consistencyPeople and collaboration Provide professional support for Junior colleagues Act as the contact person for key internal and external stakeholders for operational topics Builds constructive and effective relationships with cross-functional teams and stakeholders Communicate effectively with internal and external partners by phone or via emailYou are:You have a college or university degreeYou are fluent in EnglishYou have 1+ years of relevant experience in a function-specific role or equivalent. You have a good working knowledge of SAP or other ERP systemsYou have advanced MS Excel knowledge and good knowledge of Microsoft Office or equivalent toolStrong numeracy and administration skillsOur Benefits:Flexible work arrangements (possibility to work from home 4 times/week)Competitive benefits packageLong-term career development opportunitiesIn case you are interested, please apply with your English CV.Givaudan is an Equal Employment Opportunity Employer M/F/D/V.At Givaudan, you contribute to delightful taste and scent experiences that touch people's lives. You work within an inspiring team culture – where you can thrive, collaborate and learn from other talented and passionate people across disciplines, regions, and divisions. Join us and Impact Your World!Diversity drives innovation and creates closer connections with our employees, customers, and partners. Givaudan embraces diversity and is committed to building an inclusive environment where everyone impacts our world.At Givaudan, you contribute to delightful taste and scent experiences that touch people’s lives.You work within an inspiring teamwork culture – where you can thrive, collaborate and learn from other talented and passionate people across disciplines, regions and divisions.Every essence of you enriches our world.Diversity drives innovation and creates closer connections with our employees, customers and partners.Givaudan embraces diversity and is committed to building an inclusive environment where everyone impacts our world.",Presencial,NaN,"Martínez, Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'No corresponde'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Fabricación de productos químicos'}]",2022-12-04,https://ar.linkedin.com/jobs/view/global-data-analyst-at-givaudan-3225664153?refId=3qVejIxmxR2pfFg1tifsmA%3D%3D&trackingId=su2Mltl0ydf%2FfMl8eZ4%2FLw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
